hcp_id,hcp_name,territory_id,territory_name,hcp_tier,total_net_sales,total_calls,avg_engagement_score,days_since_last_call,segment_label,risk_level,risk_score,prioritization_score,recommended_action
HCP0172,Dr. Wahab Yogi,T004,Nagpur Vidarbha,Tier 3,3350675.2,34,50.41,46,Growth Potential,Low Risk,51.2,68.8,Review growth opportunity
HCP0173,Dr. Oni Dubey,T005,Delhi NCR,Tier 2,3503658.49,39,51.41,9,Low Engagement,Medium Risk,31.7,52.8,Monitor low engagement
HCP0174,Dr. Ati Bali,T006,Gurgaon Corporate,Tier 2,6331018.65,34,46.5,17,Low Engagement,Medium Risk,39.9,61.8,Monitor low engagement
HCP0175,Dr. Warinder Patil,T007,Bengaluru Urban,Tier 3,958328.19,35,50.0,1,Low Engagement,Medium Risk,42.4,17.9,Monitor low engagement
HCP0176,Dr. Darsh Rao,T008,Hyderabad Central,Tier 3,1486641.22,30,42.53,3,Low Engagement,Low Risk,52.8,16.6,Monitor low engagement
HCP0177,Dr. Gavin Kala,T009,Chennai Metro,Tier 1,3511821.89,30,60.4,10,Low Engagement,Medium Risk,28.0,61.5,Monitor low engagement
HCP0178,Dr. Jeremiah Jha,T010,Kolkata East,Tier 2,1928637.72,31,51.16,2,Low Engagement,Low Risk,40.7,28.7,Monitor low engagement
HCP0179,Dr. Viraj Narasimhan,T011,Ahmedabad Gujarat,Tier 2,3863957.95,29,52.24,8,Low Engagement,Low Risk,36.0,55.6,Monitor low engagement
HCP0180,Dr. Kalpit Zachariah,T012,Jaipur Rajasthan,Tier 2,2535324.52,34,54.82,7,Low Engagement,Low Risk,34.3,47.8,Monitor low engagement
HCP0181,Dr. Karan Aurora,T001,Pune Central,Tier 2,4853647.2,57,49.12,0,High Value,Medium Risk,21.4,51.7,Maintain engagement
HCP0182,Dr. Owen Lanka,T002,Mumbai Metro,Tier 3,3931356.0,47,50.09,29,High Value,Medium Risk,34.9,75.0,Schedule follow-up call
HCP0183,Dr. Ishaan Bhatt,T003,Nashik North,Tier 3,4352313.99,46,49.11,3,High Value,Medium Risk,25.7,55.8,Maintain engagement
HCP0184,Dr. Siya Thakur,T004,Nagpur Vidarbha,Tier 3,2443021.11,46,51.07,5,Low Engagement,Low Risk,30.0,39.0,Monitor low engagement
HCP0185,Dr. Tara Balasubramanian,T005,Delhi NCR,Tier 2,4881978.49,44,44.48,13,High Value,Medium Risk,34.8,63.8,Monitor low engagement
HCP0186,Dr. Hritik Swaminathan,T006,Gurgaon Corporate,Tier 1,1962838.69,30,51.87,39,Growth Potential,Low Risk,54.1,58.8,Review growth opportunity
HCP0187,Dr. Manbir Bhatti,T007,Bengaluru Urban,Tier 3,831238.47,44,53.52,23,Low Engagement,Low Risk,40.3,44.6,Monitor low engagement
HCP0188,Dr. Lakshmi Wali,T008,Hyderabad Central,Tier 3,2357478.82,39,53.64,0,Low Engagement,Low Risk,29.7,33.2,Monitor low engagement
HCP0189,Dr. Hardik Contractor,T009,Chennai Metro,Tier 3,2074528.94,42,47.36,2,Low Engagement,Low Risk,36.9,23.6,Monitor low engagement
HCP0190,Dr. Odika Nori,T010,Kolkata East,Tier 3,3049791.8,33,49.76,5,Low Engagement,Medium Risk,38.2,41.6,Monitor low engagement
HCP0191,Dr. Dhriti Sane,T011,Ahmedabad Gujarat,Tier 2,4125681.92,37,48.81,2,Low Engagement,Medium Risk,32.0,42.1,Monitor low engagement
HCP0192,Dr. Urvi Bhavsar,T012,Jaipur Rajasthan,Tier 1,3849035.14,39,51.69,37,Growth Potential,Low Risk,40.8,73.8,Review growth opportunity
HCP0193,Dr. Gopal Pradhan,T001,Pune Central,Tier 3,3993873.92,45,44.4,2,High Value,Low Risk,32.1,45.9,Maintain engagement
HCP0194,Dr. Jason Roy,T002,Mumbai Metro,Tier 1,5753306.14,52,54.1,5,High Value,Low Risk,16.9,71.3,Maintain engagement
HCP0195,Dr. Devika Pandey,T003,Nashik North,Tier 2,2416564.84,49,48.47,18,High Value,Medium Risk,36.8,56.6,Maintain engagement
HCP0196,Dr. Vasatika Kapur,T004,Nagpur Vidarbha,Tier 3,1799364.44,59,51.41,2,High Value,Low Risk,28.3,38.3,Maintain engagement
HCP0197,Dr. Ishwar Mallick,T005,Delhi NCR,Tier 2,2187754.54,40,48.02,10,Low Engagement,Medium Risk,39.7,37.4,Monitor low engagement
HCP0198,Dr. Ayush Gole,T006,Gurgaon Corporate,Tier 2,4873617.19,34,50.38,18,Low Engagement,Medium Risk,37.4,64.9,Monitor low engagement
HCP0199,Dr. Abeer Golla,T007,Bengaluru Urban,Tier 1,5518419.5,39,52.74,30,Growth Potential,Low Risk,34.3,80.3,Review growth opportunity
HCP0200,Dr. Azaan Chand,T008,Hyderabad Central,Tier 3,2897822.63,31,44.97,7,Low Engagement,Low Risk,45.9,36.4,Monitor low engagement
HCP0201,Dr. Sudiksha Om,T009,Chennai Metro,Tier 2,1400495.46,34,44.47,23,Low Engagement,High Risk,56.3,35.5,Schedule follow-up call
HCP0202,Dr. Frado Ben,T010,Kolkata East,Tier 2,2565213.98,36,47.89,1,Low Engagement,Medium Risk,38.3,27.8,Monitor low engagement
HCP0203,Dr. Finn Magar,T011,Ahmedabad Gujarat,Tier 2,4957242.0,41,54.61,8,High Value,Low Risk,23.3,73.1,Maintain engagement
HCP0204,Dr. Oeshi Mahajan,T012,Jaipur Rajasthan,Tier 3,1391889.49,34,60.56,30,Growth Potential,Low Risk,40.8,59.6,Review growth opportunity
HCP0205,Dr. Qushi Choudhry,T001,Pune Central,Tier 1,6820741.14,54,60.22,2,High Value,Low Risk,7.9,71.2,Maintain engagement
HCP0206,Dr. Chakradev Kannan,T002,Mumbai Metro,Tier 3,1652688.99,60,48.05,0,High Value,Medium Risk,31.8,28.0,Maintain engagement
HCP0207,Dr. Charvi Kakar,T003,Nashik North,Tier 3,2102959.49,41,48.68,46,Growth Potential,Medium Risk,52.4,55.0,Maintain engagement
HCP0208,Dr. Jagdish Amble,T004,Nagpur Vidarbha,Tier 1,7425165.07,50,46.06,5,High Value,Low Risk,25.7,61.4,Maintain engagement
HCP0209,Dr. Lajita Walia,T005,Delhi NCR,Tier 1,4937044.74,38,49.39,22,Low Engagement,Medium Risk,36.7,65.8,Monitor low engagement
HCP0210,Dr. Mekhala Basak,T006,Gurgaon Corporate,Tier 3,2908550.56,29,51.45,53,Growth Potential,Low Risk,56.8,67.8,Review growth opportunity
HCP0211,Dr. Dhriti Sanghvi,T007,Bengaluru Urban,Tier 2,2554946.38,37,58.27,8,Low Engagement,Low Risk,28.4,51.6,Monitor low engagement
HCP0212,Dr. Nidhi Bail,T008,Hyderabad Central,Tier 2,2354735.96,33,62.64,31,Growth Potential,Low Risk,35.8,68.8,Review growth opportunity
HCP0213,Dr. Gaurang Sarkar,T009,Chennai Metro,Tier 2,5120201.75,48,49.85,23,High Value,Medium Risk,30.6,77.7,Schedule follow-up call
HCP0214,Dr. Farhan Randhawa,T010,Kolkata East,Tier 3,4331169.03,45,58.42,2,High Value,Low Risk,15.3,65.2,Maintain engagement
HCP0215,Dr. Om Bose,T011,Ahmedabad Gujarat,Tier 2,3710653.87,38,50.68,6,Low Engagement,Low Risk,31.5,50.0,Monitor low engagement
HCP0216,Dr. Ikshita Panchal,T012,Jaipur Rajasthan,Tier 3,4377942.58,35,48.63,9,Low Engagement,Medium Risk,35.8,53.5,Monitor low engagement
HCP0217,Dr. Aahana Hora,T001,Pune Central,Tier 3,951486.87,46,48.07,6,Low Engagement,Medium Risk,39.1,23.4,Monitor low engagement
HCP0218,Dr. Peter Tak,T002,Mumbai Metro,Tier 3,2389140.65,47,47.13,6,High Value,Low Risk,34.6,43.8,Maintain engagement
HCP0219,Dr. Matthew Sarraf,T003,Nashik North,Tier 1,3528534.82,43,49.47,23,Low Engagement,Medium Risk,36.3,59.5,Monitor low engagement
HCP0220,Dr. Anvi Bhalla,T004,Nagpur Vidarbha,Tier 1,6206516.31,44,52.98,3,High Value,Low Risk,20.1,66.7,Maintain engagement
HCP0221,Dr. Triya Seth,T005,Delhi NCR,Tier 1,10663766.76,43,43.05,2,High Value,Low Risk,29.9,55.8,Maintain engagement
HCP0222,Dr. Faraj Chana,T006,Gurgaon Corporate,Tier 3,3507018.67,29,55.24,62,Growth Potential,Low Risk,53.9,78.2,Review growth opportunity
HCP0223,Dr. Shivani Guha,T007,Bengaluru Urban,Tier 2,4140157.8,41,44.9,10,Low Engagement,Medium Risk,36.3,48.5,Monitor low engagement
HCP0224,Dr. David Seshadri,T008,Hyderabad Central,Tier 1,3650841.81,29,46.17,2,Low Engagement,Low Risk,41.2,35.9,Monitor low engagement
HCP0225,Dr. Yamini Gera,T009,Chennai Metro,Tier 2,4237543.81,35,61.23,4,Low Engagement,Low Risk,20.0,58.4,Monitor low engagement
HCP0226,Dr. Reva Viswanathan,T010,Kolkata East,Tier 2,2792664.57,30,52.23,24,Low Engagement,Low Risk,44.9,58.8,Monitor low engagement
HCP0227,Dr. Lila Rege,T011,Ahmedabad Gujarat,Tier 1,5054861.23,31,58.48,12,Low Engagement,Medium Risk,27.3,70.2,Monitor low engagement
HCP0228,Dr. Forum Chandra,T012,Jaipur Rajasthan,Tier 1,7743005.09,35,52.4,0,High Value,Low Risk,25.3,63.0,Maintain engagement
HCP0229,Dr. Gauri Bumb,T001,Pune Central,Tier 3,2042650.7,43,52.77,0,Low Engagement,Low Risk,29.4,28.7,Monitor low engagement
HCP0230,Dr. Kai Chad,T002,Mumbai Metro,Tier 3,2746298.06,53,45.98,20,High Value,High Risk,38.0,57.5,Schedule follow-up call
HCP0231,Dr. Girik Sampath,T003,Nashik North,Tier 2,3073613.86,58,50.0,13,High Value,Medium Risk,29.3,60.9,Maintain engagement
HCP0232,Dr. Pranit Kala,T004,Nagpur Vidarbha,Tier 2,2577518.75,53,49.68,4,High Value,Medium Risk,28.4,45.8,Maintain engagement
HCP0233,Dr. Laksh Dubey,T005,Delhi NCR,Tier 3,2634524.27,30,47.77,30,Growth Potential,Medium Risk,52.6,56.8,Maintain engagement
HCP0234,Dr. Gayathri Deep,T006,Gurgaon Corporate,Tier 1,6554187.99,35,57.23,8,High Value,Low Risk,23.5,78.9,Maintain engagement
HCP0235,Dr. Noah Sarma,T007,Bengaluru Urban,Tier 3,1630271.13,37,52.46,10,Low Engagement,Medium Risk,39.4,39.8,Monitor low engagement
HCP0236,Dr. Sachi Mane,T008,Hyderabad Central,Tier 2,4271924.79,33,45.52,11,Low Engagement,Medium Risk,41.6,51.1,Monitor low engagement
HCP0237,Dr. Dayamai Singh,T009,Chennai Metro,Tier 2,5212103.96,49,43.18,2,High Value,Low Risk,29.7,50.2,Maintain engagement
HCP0238,Dr. Triya Manda,T010,Kolkata East,Tier 2,3450484.71,25,45.28,47,Growth Potential,High Risk,60.7,62.3,Schedule follow-up call
HCP0239,Dr. Neel Iyengar,T011,Ahmedabad Gujarat,Tier 3,2917244.24,50,50.52,51,Growth Potential,Low Risk,44.9,66.0,Review growth opportunity
HCP0240,Dr. Kamya Chauhan,T012,Jaipur Rajasthan,Tier 1,3694564.03,41,54.9,2,Low Engagement,Low Risk,23.1,48.8,Monitor low engagement
HCP0241,Dr. Naveen Mahajan,T001,Pune Central,Tier 1,4606326.13,44,54.66,0,High Value,Low Risk,18.8,59.7,Maintain engagement
HCP0242,Dr. Gavin Kapadia,T002,Mumbai Metro,Tier 3,3556553.75,42,57.4,6,Low Engagement,Low Risk,21.6,56.4,Monitor low engagement
HCP0243,Dr. Chatresh Randhawa,T003,Nashik North,Tier 2,2358047.8,44,49.16,7,Low Engagement,Medium Risk,34.1,37.8,Monitor low engagement
HCP0244,Dr. Kavya Kapur,T004,Nagpur Vidarbha,Tier 2,4313382.76,51,45.14,9,High Value,Medium Risk,30.7,58.8,Monitor low engagement
HCP0245,Dr. Madhav Devan,T005,Delhi NCR,Tier 3,2170752.13,43,42.67,14,Low Engagement,Medium Risk,45.4,35.6,Monitor low engagement
HCP0246,Dr. Upasna Sen,T006,Gurgaon Corporate,Tier 2,5582784.39,31,44.48,15,Low Engagement,Medium Risk,43.5,57.3,Monitor low engagement
HCP0247,Dr. Tanveer Doctor,T007,Bengaluru Urban,Tier 3,1583308.31,42,42.71,34,Growth Potential,High Risk,55.9,43.1,Schedule follow-up call
HCP0248,Dr. Wazir Mitra,T008,Hyderabad Central,Tier 1,2198330.54,36,50.03,25,Low Engagement,Medium Risk,46.4,50.3,Monitor low engagement
HCP0249,Dr. Tanvi Bhatnagar,T009,Chennai Metro,Tier 1,2630903.49,35,50.69,54,Growth Potential,Low Risk,55.4,64.6,Review growth opportunity
HCP0250,Dr. Yutika Khurana,T010,Kolkata East,Tier 1,2113493.6,40,47.62,26,Low Engagement,Medium Risk,46.6,45.5,Monitor low engagement
HCP0251,Dr. Ira Khosla,T011,Ahmedabad Gujarat,Tier 2,2963628.95,28,53.71,5,Low Engagement,Low Risk,36.5,46.9,Monitor low engagement
HCP0252,Dr. Ekansh Vora,T012,Jaipur Rajasthan,Tier 1,4470946.53,37,55.22,2,Low Engagement,Low Risk,24.0,53.8,Monitor low engagement
HCP0253,Dr. Upma Bassi,T001,Pune Central,Tier 3,4344993.78,40,48.68,4,Low Engagement,Medium Risk,29.8,46.6,Monitor low engagement
HCP0254,Dr. Ishanvi Bir,T002,Mumbai Metro,Tier 2,2242601.07,63,46.11,7,High Value,Low Risk,34.2,42.7,Maintain engagement
HCP0255,Dr. Kiaan Basu,T003,Nashik North,Tier 2,7286421.42,43,51.35,13,High Value,Medium Risk,25.6,78.0,Maintain engagement
HCP0256,Dr. Varenya Gopal,T004,Nagpur Vidarbha,Tier 1,4574095.95,47,45.68,0,High Value,Low Risk,27.7,46.7,Maintain engagement
HCP0257,Dr. Balhaar Memon,T005,Delhi NCR,Tier 2,2444710.44,38,46.03,8,Low Engagement,Low Risk,41.7,35.7,Monitor low engagement
HCP0258,Dr. Diya Mukherjee,T006,Gurgaon Corporate,Tier 2,1234574.43,26,56.62,51,Growth Potential,Low Risk,57.2,59.2,Review growth opportunity
HCP0259,Dr. Rayaan Mangal,T007,Bengaluru Urban,Tier 2,3585612.64,31,48.55,3,Low Engagement,Medium Risk,38.0,40.1,Monitor low engagement
HCP0260,Dr. Jeet Pillai,T008,Hyderabad Central,Tier 1,7078551.05,31,47.71,6,Low Engagement,Medium Risk,35.5,54.4,Monitor low engagement
HCP0261,Dr. Harinakshi Grover,T009,Chennai Metro,Tier 3,2261082.5,28,59.18,4,Low Engagement,Low Risk,32.5,43.4,Monitor low engagement
HCP0262,Dr. Fitan Samra,T010,Kolkata East,Tier 1,2012822.3,30,42.47,17,Low Engagement,Medium Risk,56.3,35.5,Monitor low engagement
HCP0263,Dr. Chaaya Nagi,T011,Ahmedabad Gujarat,Tier 3,2875168.18,30,51.33,0,Low Engagement,Low Risk,36.7,34.0,Monitor low engagement
HCP0264,Dr. Damini Sehgal,T012,Jaipur Rajasthan,Tier 2,3033247.85,36,51.75,6,Low Engagement,Low Risk,34.2,46.5,Monitor low engagement
HCP0265,Dr. Sanya Basak,T001,Pune Central,Tier 2,7829304.73,42,53.5,7,High Value,Low Risk,21.2,75.8,Maintain engagement
HCP0266,Dr. Falan Ravi,T002,Mumbai Metro,Tier 2,4865660.9,45,55.91,22,High Value,Low Risk,25.1,84.9,Schedule follow-up call
HCP0267,Dr. Luke Sarma,T003,Nashik North,Tier 3,2163691.84,52,51.23,10,High Value,Medium Risk,31.0,52.2,Maintain engagement
HCP0268,Dr. Jeevika Pathak,T004,Nagpur Vidarbha,Tier 3,4227183.92,50,53.46,1,High Value,Low Risk,19.0,58.1,Maintain engagement
HCP0269,Dr. Kamala Prabhu,T005,Delhi NCR,Tier 2,5292442.07,35,53.49,10,Low Engagement,Medium Risk,29.4,65.0,Monitor low engagement
HCP0270,Dr. Mitali Murthy,T006,Gurgaon Corporate,Tier 3,1406813.59,33,58.09,17,Low Engagement,Medium Risk,39.3,48.7,Monitor low engagement
HCP0271,Dr. Quincy Tata,T007,Bengaluru Urban,Tier 1,5112821.98,37,51.86,5,Low Engagement,Low Risk,28.1,56.1,Monitor low engagement
HCP0272,Dr. Sanaya Kala,T008,Hyderabad Central,Tier 3,2091679.92,29,53.9,3,Low Engagement,Low Risk,38.5,35.8,Monitor low engagement
HCP0273,Dr. Krishna Borah,T009,Chennai Metro,Tier 3,2380896.62,33,57.73,19,Low Engagement,Medium Risk,36.7,58.8,Monitor low engagement
HCP0274,Dr. Ekaja Palan,T010,Kolkata East,Tier 2,1771561.74,28,51.93,11,Low Engagement,Medium Risk,45.3,41.1,Monitor low engagement
HCP0275,Dr. Owen Pathak,T011,Ahmedabad Gujarat,Tier 1,4253126.75,39,51.54,6,Low Engagement,Low Risk,28.4,54.7,Monitor low engagement
HCP0276,Dr. Warjas Tak,T012,Jaipur Rajasthan,Tier 3,1119271.97,34,64.21,5,Low Engagement,Low Risk,28.2,36.2,Monitor low engagement
HCP0277,Dr. Unni Dayal,T001,Pune Central,Tier 2,7342558.99,51,56.53,14,High Value,Medium Risk,17.0,85.4,Maintain engagement
HCP0278,Dr. Varenya Vora,T002,Mumbai Metro,Tier 2,2135659.92,58,48.86,16,High Value,Medium Risk,35.3,52.6,Maintain engagement
HCP0279,Dr. Edhitha Borah,T003,Nashik North,Tier 2,3285061.74,42,47.24,7,Low Engagement,Low Risk,34.3,42.1,Monitor low engagement
HCP0280,Dr. Kabir Gopal,T004,Nagpur Vidarbha,Tier 3,2151850.49,37,44.19,5,Low Engagement,Low Risk,44.9,26.3,Monitor low engagement
HCP0281,Dr. Jeet Vasa,T005,Delhi NCR,Tier 1,6311460.77,32,49.69,58,Growth Potential,Medium Risk,52.7,79.7,Maintain engagement
HCP0282,Dr. Ekantika Kar,T006,Gurgaon Corporate,Tier 3,1592574.05,38,46.08,0,Low Engagement,Low Risk,42.2,14.7,Monitor low engagement
HCP0283,Dr. Zashil Hegde,T007,Bengaluru Urban,Tier 2,3197563.18,39,49.9,2,Low Engagement,Medium Risk,31.8,37.6,Monitor low engagement
HCP0284,Dr. Yadavi Ganguly,T008,Hyderabad Central,Tier 2,5446901.85,32,49.84,15,Low Engagement,Medium Risk,37.2,63.8,Monitor low engagement
HCP0285,Dr. Ayush Bumb,T009,Chennai Metro,Tier 1,3600991.84,30,50.2,2,Low Engagement,Medium Risk,36.2,41.6,Monitor low engagement
HCP0286,Dr. Omaja Balasubramanian,T010,Kolkata East,Tier 2,2857888.73,35,49.17,14,Low Engagement,Medium Risk,41.6,48.4,Monitor low engagement
HCP0287,Dr. Yash Ravi,T011,Ahmedabad Gujarat,Tier 1,3105890.15,34,58.03,58,Growth Potential,Low Risk,47.8,76.5,Review growth opportunity
HCP0288,Dr. Nakul Sarraf,T012,Jaipur Rajasthan,Tier 3,3087415.01,40,49.28,3,Low Engagement,Medium Risk,32.4,37.7,Monitor low engagement
HCP0289,Dr. Harini Dhawan,T001,Pune Central,Tier 2,2168003.41,47,54.57,2,Low Engagement,Low Risk,25.8,35.6,Monitor low engagement
HCP0290,Dr. Kalpit Prabhakar,T002,Mumbai Metro,Tier 1,3776853.57,50,48.4,7,High Value,Medium Risk,28.0,57.4,Maintain engagement
HCP0291,Dr. Jason Loke,T003,Nashik North,Tier 1,5150944.26,40,56.35,18,High Value,Medium Risk,25.3,84.1,Maintain engagement
HCP0292,Dr. Chandresh Mannan,T004,Nagpur Vidarbha,Tier 3,4275895.54,38,44.61,2,Low Engagement,Low Risk,35.4,38.0,Monitor low engagement
HCP0293,Dr. Falak Munshi,T005,Delhi NCR,Tier 1,3805005.34,34,52.03,8,Low Engagement,Low Risk,33.7,54.9,Monitor low engagement
HCP0294,Dr. Wishi Morar,T006,Gurgaon Corporate,Tier 3,1399670.24,36,50.47,18,Low Engagement,Medium Risk,46.2,40.8,Monitor low engagement
HCP0295,Dr. Yashasvi Shankar,T007,Bengaluru Urban,Tier 2,5082012.06,29,60.86,30,Growth Potential,Low Risk,32.4,84.7,Review growth opportunity
HCP0296,Dr. Chanakya Bedi,T008,Hyderabad Central,Tier 1,3024330.7,29,42.55,21,Low Engagement,High Risk,54.5,47.3,Schedule follow-up call
HCP0297,Dr. Abhiram Chokshi,T009,Chennai Metro,Tier 3,3167652.52,30,51.77,5,Low Engagement,Low Risk,37.0,45.8,Monitor low engagement
HCP0298,Dr. Neha Pau,T010,Kolkata East,Tier 1,2465989.14,27,51.26,11,Low Engagement,Medium Risk,43.4,46.7,Monitor low engagement
HCP0299,Dr. Janani Mani,T011,Ahmedabad Gujarat,Tier 2,2903748.54,36,51.36,23,Low Engagement,Low Risk,41.6,57.9,Monitor low engagement
HCP0300,Dr. Ati Dani,T012,Jaipur Rajasthan,Tier 1,3986909.85,42,50.6,11,High Value,Medium Risk,30.0,66.6,Maintain engagement
HCP0301,Dr. Harinakshi Pau,T001,Pune Central,Tier 3,2608776.76,48,57.25,4,High Value,Low Risk,21.3,55.7,Maintain engagement
HCP0302,Dr. Xiti Baria,T002,Mumbai Metro,Tier 2,6292505.32,46,50.91,5,High Value,Low Risk,22.4,67.0,Maintain engagement
HCP0303,Dr. Urvi Venkataraman,T003,Nashik North,Tier 2,2017151.64,47,47.45,1,Low Engagement,Medium Risk,34.0,21.6,Monitor low engagement
HCP0304,Dr. Falak Nagar,T004,Nagpur Vidarbha,Tier 2,3432081.12,40,52.02,3,Low Engagement,Low Risk,28.3,44.7,Monitor low engagement
HCP0305,Dr. Gayathri Tripathi,T005,Delhi NCR,Tier 1,2857672.26,27,53.15,10,Low Engagement,Medium Risk,39.8,50.8,Monitor low engagement
HCP0306,Dr. Anay Pillay,T006,Gurgaon Corporate,Tier 1,6919944.8,35,50.97,27,Growth Potential,Low Risk,37.5,79.2,Review growth opportunity
HCP0307,Dr. Avi Som,T007,Bengaluru Urban,Tier 2,5086194.21,38,53.61,1,Low Engagement,Low Risk,23.9,51.3,Monitor low engagement
HCP0308,Dr. Onkar Viswanathan,T008,Hyderabad Central,Tier 3,1371734.62,32,52.72,14,Low Engagement,Medium Risk,45.0,41.3,Monitor low engagement
HCP0309,Dr. Imaran Halder,T009,Chennai Metro,Tier 3,3708713.1,28,55.18,33,Growth Potential,Low Risk,42.9,77.2,Review growth opportunity
HCP0310,Dr. Max Sachar,T010,Kolkata East,Tier 3,4091232.45,43,47.14,5,High Value,Low Risk,30.7,54.5,Maintain engagement
HCP0311,Dr. David Devi,T011,Ahmedabad Gujarat,Tier 1,3342729.34,34,48.47,24,Low Engagement,Medium Risk,45.2,56.7,Monitor low engagement
HCP0312,Dr. Dipta Ghose,T012,Jaipur Rajasthan,Tier 3,1442584.08,38,51.34,1,Low Engagement,Low Risk,37.0,23.4,Monitor low engagement
HCP0313,Dr. Aishani Sule,T001,Pune Central,Tier 3,1103178.5,61,48.7,2,High Value,Medium Risk,33.6,28.3,Maintain engagement
HCP0314,Dr. Umang Mishra,T002,Mumbai Metro,Tier 2,3112672.69,49,42.67,9,High Value,Medium Risk,37.7,49.2,Monitor low engagement
HCP0315,Dr. Varsha Palla,T003,Nashik North,Tier 3,1422664.96,56,55.98,0,High Value,Low Risk,24.0,37.8,Maintain engagement
HCP0316,Dr. Megha Pai,T004,Nagpur Vidarbha,Tier 3,2379308.63,45,46.18,9,Low Engagement,Medium Risk,37.8,36.3,Monitor low engagement
HCP0317,Dr. Farhan Pal,T005,Delhi NCR,Tier 3,3430589.84,31,48.55,29,Growth Potential,Medium Risk,48.3,63.6,Maintain engagement
HCP0318,Dr. Saksham Yohannan,T006,Gurgaon Corporate,Tier 3,781369.32,21,47.86,0,Low Engagement,Medium Risk,49.2,12.0,Monitor low engagement
HCP0319,Dr. Wriddhish Kibe,T007,Bengaluru Urban,Tier 2,4064478.36,40,42.1,19,Low Engagement,Medium Risk,43.6,53.1,Monitor low engagement
HCP0320,Dr. Charles Chaudhry,T008,Hyderabad Central,Tier 3,2724180.29,39,41.49,22,Low Engagement,High Risk,50.4,45.0,Schedule follow-up call
HCP0321,Dr. Laksh Ahluwalia,T009,Chennai Metro,Tier 2,4965434.39,37,49.73,17,Low Engagement,Medium Risk,35.2,63.2,Monitor low engagement
HCP0322,Dr. Ryan Mani,T010,Kolkata East,Tier 3,2530163.62,40,54.88,20,Low Engagement,Low Risk,34.3,58.7,Monitor low engagement
HCP0323,Dr. Vincent Warrior,T011,Ahmedabad Gujarat,Tier 3,1181899.45,40,49.3,51,Growth Potential,Medium Risk,57.3,49.1,Maintain engagement
HCP0324,Dr. Balhaar Ranganathan,T012,Jaipur Rajasthan,Tier 3,2992294.98,29,53.86,10,Low Engagement,Medium Risk,37.7,53.2,Monitor low engagement
HCP0325,Dr. Aditya Misra,T001,Pune Central,Tier 2,5594110.67,52,50.19,11,High Value,Medium Risk,23.8,72.1,Maintain engagement
HCP0326,Dr. Wakeeta Desai,T002,Mumbai Metro,Tier 3,2113927.32,51,52.35,6,High Value,Low Risk,28.7,49.4,Maintain engagement
HCP0327,Dr. Ganga Gaba,T003,Nashik North,Tier 1,3704935.37,59,50.81,21,High Value,Low Risk,29.2,72.7,Schedule follow-up call
HCP0328,Dr. Geetika Merchant,T004,Nagpur Vidarbha,Tier 2,5626368.62,50,57.78,7,High Value,Low Risk,14.2,76.9,Maintain engagement
HCP0329,Dr. Yutika Narang,T005,Delhi NCR,Tier 3,1491613.86,26,48.12,20,Low Engagement,Medium Risk,54.3,39.2,Monitor low engagement
HCP0330,Dr. Qasim Dey,T006,Gurgaon Corporate,Tier 1,9175166.27,38,42.34,0,High Value,Low Risk,33.8,51.3,Maintain engagement
HCP0331,Dr. Advika Rajagopal,T007,Bengaluru Urban,Tier 1,4240401.91,43,48.07,23,High Value,Medium Risk,35.9,72.0,Schedule follow-up call
HCP0332,Dr. Chasmum Apte,T008,Hyderabad Central,Tier 3,2765222.13,36,48.58,8,Low Engagement,Medium Risk,39.5,41.3,Monitor low engagement
HCP0333,Dr. Jagat Shroff,T009,Chennai Metro,Tier 3,1733784.03,41,55.73,27,Growth Potential,Low Risk,38.5,60.0,Review growth opportunity
HCP0334,Dr. Jacob Merchant,T010,Kolkata East,Tier 3,1039361.58,36,52.22,0,Low Engagement,Low Risk,38.6,20.2,Monitor low engagement
HCP0335,Dr. Vanya Dua,T011,Ahmedabad Gujarat,Tier 3,1911014.85,40,48.68,20,Low Engagement,Medium Risk,43.9,43.3,Monitor low engagement
HCP0336,Dr. Tejas Kota,T012,Jaipur Rajasthan,Tier 3,1984197.48,24,48.12,107,Growth Potential,Medium Risk,85.2,54.9,Maintain engagement
HCP0337,Dr. Faras Choudhury,T001,Pune Central,Tier 3,1976633.16,44,47.2,1,Low Engagement,Low Risk,35.7,21.0,Monitor low engagement
HCP0338,Dr. Nitesh Narang,T002,Mumbai Metro,Tier 1,7069184.1,42,50.74,6,High Value,Low Risk,24.5,69.6,Maintain engagement
HCP0339,Dr. Gavin Uppal,T003,Nashik North,Tier 3,1543629.5,50,53.34,8,High Value,Low Risk,30.7,47.8,Maintain engagement
HCP0340,Dr. Yochana Sagar,T004,Nagpur Vidarbha,Tier 3,1045279.96,43,45.42,1,Low Engagement,Low Risk,41.3,12.0,Monitor low engagement
HCP0341,Dr. Anthony Randhawa,T005,Delhi NCR,Tier 3,1143562.74,41,55.17,13,Low Engagement,Medium Risk,35.9,42.4,Monitor low engagement
HCP0342,Dr. Chakradev Sampath,T006,Gurgaon Corporate,Tier 1,9322957.87,39,46.79,16,High Value,Medium Risk,33.8,74.4,Monitor low engagement
HCP0343,Dr. Urmi Balay,T007,Bengaluru Urban,Tier 2,3591874.82,29,55.07,3,Low Engagement,Low Risk,31.7,50.3,Monitor low engagement
