hcp_id,hcp_name,territory_id,territory_name,hcp_tier,total_net_sales,total_calls,avg_engagement_score,days_since_last_call,cluster_id,segment_label
HCP0234,Dr. Gayathri Deep,T006,Gurgaon Corporate,Tier 1,6554187.99,35,57.23,8,1,High Value
HCP0235,Dr. Noah Sarma,T007,Bengaluru Urban,Tier 3,1630271.13,37,52.46,10,0,Low Engagement
HCP0236,Dr. Sachi Mane,T008,Hyderabad Central,Tier 2,4271924.79,33,45.52,11,0,Low Engagement
HCP0237,Dr. Dayamai Singh,T009,Chennai Metro,Tier 2,5212103.96,49,43.18,2,1,High Value
HCP0238,Dr. Triya Manda,T010,Kolkata East,Tier 2,3450484.71,25,45.28,47,2,Growth Potential
HCP0239,Dr. Neel Iyengar,T011,Ahmedabad Gujarat,Tier 3,2917244.24,50,50.52,51,2,Growth Potential
HCP0240,Dr. Kamya Chauhan,T012,Jaipur Rajasthan,Tier 1,3694564.03,41,54.9,2,0,Low Engagement
HCP0241,Dr. Naveen Mahajan,T001,Pune Central,Tier 1,4606326.13,44,54.66,0,1,High Value
HCP0242,Dr. Gavin Kapadia,T002,Mumbai Metro,Tier 3,3556553.75,42,57.4,6,0,Low Engagement
HCP0243,Dr. Chatresh Randhawa,T003,Nashik North,Tier 2,2358047.8,44,49.16,7,0,Low Engagement
HCP0244,Dr. Kavya Kapur,T004,Nagpur Vidarbha,Tier 2,4313382.76,51,45.14,9,1,High Value
HCP0245,Dr. Madhav Devan,T005,Delhi NCR,Tier 3,2170752.13,43,42.67,14,0,Low Engagement
HCP0246,Dr. Upasna Sen,T006,Gurgaon Corporate,Tier 2,5582784.39,31,44.48,15,0,Low Engagement
HCP0247,Dr. Tanveer Doctor,T007,Bengaluru Urban,Tier 3,1583308.31,42,42.71,34,2,Growth Potential
HCP0248,Dr. Wazir Mitra,T008,Hyderabad Central,Tier 1,2198330.54,36,50.03,25,0,Low Engagement
HCP0249,Dr. Tanvi Bhatnagar,T009,Chennai Metro,Tier 1,2630903.49,35,50.69,54,2,Growth Potential
HCP0250,Dr. Yutika Khurana,T010,Kolkata East,Tier 1,2113493.6,40,47.62,26,0,Low Engagement
HCP0251,Dr. Ira Khosla,T011,Ahmedabad Gujarat,Tier 2,2963628.95,28,53.71,5,0,Low Engagement
HCP0252,Dr. Ekansh Vora,T012,Jaipur Rajasthan,Tier 1,4470946.53,37,55.22,2,0,Low Engagement
HCP0253,Dr. Upma Bassi,T001,Pune Central,Tier 3,4344993.78,40,48.68,4,0,Low Engagement
HCP0254,Dr. Ishanvi Bir,T002,Mumbai Metro,Tier 2,2242601.07,63,46.11,7,1,High Value
HCP0255,Dr. Kiaan Basu,T003,Nashik North,Tier 2,7286421.42,43,51.35,13,1,High Value
HCP0256,Dr. Varenya Gopal,T004,Nagpur Vidarbha,Tier 1,4574095.95,47,45.68,0,1,High Value
HCP0257,Dr. Balhaar Memon,T005,Delhi NCR,Tier 2,2444710.44,38,46.03,8,0,Low Engagement
HCP0258,Dr. Diya Mukherjee,T006,Gurgaon Corporate,Tier 2,1234574.43,26,56.62,51,2,Growth Potential
HCP0259,Dr. Rayaan Mangal,T007,Bengaluru Urban,Tier 2,3585612.64,31,48.55,3,0,Low Engagement
HCP0260,Dr. Jeet Pillai,T008,Hyderabad Central,Tier 1,7078551.05,31,47.71,6,0,Low Engagement
HCP0261,Dr. Harinakshi Grover,T009,Chennai Metro,Tier 3,2261082.5,28,59.18,4,0,Low Engagement
HCP0262,Dr. Fitan Samra,T010,Kolkata East,Tier 1,2012822.3,30,42.47,17,0,Low Engagement
HCP0263,Dr. Chaaya Nagi,T011,Ahmedabad Gujarat,Tier 3,2875168.18,30,51.33,0,0,Low Engagement
HCP0264,Dr. Damini Sehgal,T012,Jaipur Rajasthan,Tier 2,3033247.85,36,51.75,6,0,Low Engagement
HCP0265,Dr. Sanya Basak,T001,Pune Central,Tier 2,7829304.73,42,53.5,7,1,High Value
HCP0266,Dr. Falan Ravi,T002,Mumbai Metro,Tier 2,4865660.9,45,55.91,22,1,High Value
HCP0267,Dr. Luke Sarma,T003,Nashik North,Tier 3,2163691.84,52,51.23,10,1,High Value
HCP0268,Dr. Jeevika Pathak,T004,Nagpur Vidarbha,Tier 3,4227183.92,50,53.46,1,1,High Value
HCP0269,Dr. Kamala Prabhu,T005,Delhi NCR,Tier 2,5292442.07,35,53.49,10,0,Low Engagement
HCP0270,Dr. Mitali Murthy,T006,Gurgaon Corporate,Tier 3,1406813.59,33,58.09,17,0,Low Engagement
HCP0271,Dr. Quincy Tata,T007,Bengaluru Urban,Tier 1,5112821.98,37,51.86,5,0,Low Engagement
HCP0272,Dr. Sanaya Kala,T008,Hyderabad Central,Tier 3,2091679.92,29,53.9,3,0,Low Engagement
HCP0273,Dr. Krishna Borah,T009,Chennai Metro,Tier 3,2380896.62,33,57.73,19,0,Low Engagement
HCP0274,Dr. Ekaja Palan,T010,Kolkata East,Tier 2,1771561.74,28,51.93,11,0,Low Engagement
HCP0275,Dr. Owen Pathak,T011,Ahmedabad Gujarat,Tier 1,4253126.75,39,51.54,6,0,Low Engagement
HCP0276,Dr. Warjas Tak,T012,Jaipur Rajasthan,Tier 3,1119271.97,34,64.21,5,0,Low Engagement
HCP0277,Dr. Unni Dayal,T001,Pune Central,Tier 2,7342558.99,51,56.53,14,1,High Value
HCP0278,Dr. Varenya Vora,T002,Mumbai Metro,Tier 2,2135659.92,58,48.86,16,1,High Value
HCP0279,Dr. Edhitha Borah,T003,Nashik North,Tier 2,3285061.74,42,47.24,7,0,Low Engagement
HCP0280,Dr. Kabir Gopal,T004,Nagpur Vidarbha,Tier 3,2151850.49,37,44.19,5,0,Low Engagement
HCP0281,Dr. Jeet Vasa,T005,Delhi NCR,Tier 1,6311460.77,32,49.69,58,2,Growth Potential
HCP0282,Dr. Ekantika Kar,T006,Gurgaon Corporate,Tier 3,1592574.05,38,46.08,0,0,Low Engagement
HCP0283,Dr. Zashil Hegde,T007,Bengaluru Urban,Tier 2,3197563.18,39,49.9,2,0,Low Engagement
HCP0284,Dr. Yadavi Ganguly,T008,Hyderabad Central,Tier 2,5446901.85,32,49.84,15,0,Low Engagement
HCP0285,Dr. Ayush Bumb,T009,Chennai Metro,Tier 1,3600991.84,30,50.2,2,0,Low Engagement
HCP0286,Dr. Omaja Balasubramanian,T010,Kolkata East,Tier 2,2857888.73,35,49.17,14,0,Low Engagement
HCP0287,Dr. Yash Ravi,T011,Ahmedabad Gujarat,Tier 1,3105890.15,34,58.03,58,2,Growth Potential
HCP0288,Dr. Nakul Sarraf,T012,Jaipur Rajasthan,Tier 3,3087415.01,40,49.28,3,0,Low Engagement
HCP0289,Dr. Harini Dhawan,T001,Pune Central,Tier 2,2168003.41,47,54.57,2,0,Low Engagement
HCP0290,Dr. Kalpit Prabhakar,T002,Mumbai Metro,Tier 1,3776853.57,50,48.4,7,1,High Value
HCP0291,Dr. Jason Loke,T003,Nashik North,Tier 1,5150944.26,40,56.35,18,1,High Value
HCP0292,Dr. Chandresh Mannan,T004,Nagpur Vidarbha,Tier 3,4275895.54,38,44.61,2,0,Low Engagement
HCP0293,Dr. Falak Munshi,T005,Delhi NCR,Tier 1,3805005.34,34,52.03,8,0,Low Engagement
HCP0294,Dr. Wishi Morar,T006,Gurgaon Corporate,Tier 3,1399670.24,36,50.47,18,0,Low Engagement
HCP0295,Dr. Yashasvi Shankar,T007,Bengaluru Urban,Tier 2,5082012.06,29,60.86,30,2,Growth Potential
HCP0296,Dr. Chanakya Bedi,T008,Hyderabad Central,Tier 1,3024330.7,29,42.55,21,0,Low Engagement
HCP0297,Dr. Abhiram Chokshi,T009,Chennai Metro,Tier 3,3167652.52,30,51.77,5,0,Low Engagement
HCP0298,Dr. Neha Pau,T010,Kolkata East,Tier 1,2465989.14,27,51.26,11,0,Low Engagement
HCP0299,Dr. Janani Mani,T011,Ahmedabad Gujarat,Tier 2,2903748.54,36,51.36,23,0,Low Engagement
HCP0300,Dr. Ati Dani,T012,Jaipur Rajasthan,Tier 1,3986909.85,42,50.6,11,1,High Value
HCP0301,Dr. Harinakshi Pau,T001,Pune Central,Tier 3,2608776.76,48,57.25,4,1,High Value
HCP0302,Dr. Xiti Baria,T002,Mumbai Metro,Tier 2,6292505.32,46,50.91,5,1,High Value
HCP0303,Dr. Urvi Venkataraman,T003,Nashik North,Tier 2,2017151.64,47,47.45,1,0,Low Engagement
HCP0304,Dr. Falak Nagar,T004,Nagpur Vidarbha,Tier 2,3432081.12,40,52.02,3,0,Low Engagement
HCP0305,Dr. Gayathri Tripathi,T005,Delhi NCR,Tier 1,2857672.26,27,53.15,10,0,Low Engagement
HCP0306,Dr. Anay Pillay,T006,Gurgaon Corporate,Tier 1,6919944.8,35,50.97,27,2,Growth Potential
HCP0307,Dr. Avi Som,T007,Bengaluru Urban,Tier 2,5086194.21,38,53.61,1,0,Low Engagement
HCP0308,Dr. Onkar Viswanathan,T008,Hyderabad Central,Tier 3,1371734.62,32,52.72,14,0,Low Engagement
HCP0309,Dr. Imaran Halder,T009,Chennai Metro,Tier 3,3708713.1,28,55.18,33,2,Growth Potential
HCP0310,Dr. Max Sachar,T010,Kolkata East,Tier 3,4091232.45,43,47.14,5,1,High Value
HCP0311,Dr. David Devi,T011,Ahmedabad Gujarat,Tier 1,3342729.34,34,48.47,24,0,Low Engagement
HCP0312,Dr. Dipta Ghose,T012,Jaipur Rajasthan,Tier 3,1442584.08,38,51.34,1,0,Low Engagement
HCP0313,Dr. Aishani Sule,T001,Pune Central,Tier 3,1103178.5,61,48.7,2,1,High Value
HCP0314,Dr. Umang Mishra,T002,Mumbai Metro,Tier 2,3112672.69,49,42.67,9,1,High Value
HCP0315,Dr. Varsha Palla,T003,Nashik North,Tier 3,1422664.96,56,55.98,0,1,High Value
HCP0316,Dr. Megha Pai,T004,Nagpur Vidarbha,Tier 3,2379308.63,45,46.18,9,0,Low Engagement
HCP0317,Dr. Farhan Pal,T005,Delhi NCR,Tier 3,3430589.84,31,48.55,29,2,Growth Potential
HCP0318,Dr. Saksham Yohannan,T006,Gurgaon Corporate,Tier 3,781369.32,21,47.86,0,0,Low Engagement
HCP0319,Dr. Wriddhish Kibe,T007,Bengaluru Urban,Tier 2,4064478.36,40,42.1,19,0,Low Engagement
HCP0320,Dr. Charles Chaudhry,T008,Hyderabad Central,Tier 3,2724180.29,39,41.49,22,0,Low Engagement
HCP0321,Dr. Laksh Ahluwalia,T009,Chennai Metro,Tier 2,4965434.39,37,49.73,17,0,Low Engagement
HCP0322,Dr. Ryan Mani,T010,Kolkata East,Tier 3,2530163.62,40,54.88,20,0,Low Engagement
HCP0323,Dr. Vincent Warrior,T011,Ahmedabad Gujarat,Tier 3,1181899.45,40,49.3,51,2,Growth Potential
HCP0324,Dr. Balhaar Ranganathan,T012,Jaipur Rajasthan,Tier 3,2992294.98,29,53.86,10,0,Low Engagement
HCP0325,Dr. Aditya Misra,T001,Pune Central,Tier 2,5594110.67,52,50.19,11,1,High Value
HCP0326,Dr. Wakeeta Desai,T002,Mumbai Metro,Tier 3,2113927.32,51,52.35,6,1,High Value
HCP0327,Dr. Ganga Gaba,T003,Nashik North,Tier 1,3704935.37,59,50.81,21,1,High Value
HCP0328,Dr. Geetika Merchant,T004,Nagpur Vidarbha,Tier 2,5626368.62,50,57.78,7,1,High Value
HCP0329,Dr. Yutika Narang,T005,Delhi NCR,Tier 3,1491613.86,26,48.12,20,0,Low Engagement
HCP0330,Dr. Qasim Dey,T006,Gurgaon Corporate,Tier 1,9175166.27,38,42.34,0,1,High Value
HCP0331,Dr. Advika Rajagopal,T007,Bengaluru Urban,Tier 1,4240401.91,43,48.07,23,1,High Value
HCP0332,Dr. Chasmum Apte,T008,Hyderabad Central,Tier 3,2765222.13,36,48.58,8,0,Low Engagement
HCP0333,Dr. Jagat Shroff,T009,Chennai Metro,Tier 3,1733784.03,41,55.73,27,2,Growth Potential
HCP0334,Dr. Jacob Merchant,T010,Kolkata East,Tier 3,1039361.58,36,52.22,0,0,Low Engagement
HCP0335,Dr. Vanya Dua,T011,Ahmedabad Gujarat,Tier 3,1911014.85,40,48.68,20,0,Low Engagement
HCP0336,Dr. Tejas Kota,T012,Jaipur Rajasthan,Tier 3,1984197.48,24,48.12,107,2,Growth Potential
HCP0337,Dr. Faras Choudhury,T001,Pune Central,Tier 3,1976633.16,44,47.2,1,0,Low Engagement
HCP0338,Dr. Nitesh Narang,T002,Mumbai Metro,Tier 1,7069184.1,42,50.74,6,1,High Value
HCP0339,Dr. Gavin Uppal,T003,Nashik North,Tier 3,1543629.5,50,53.34,8,1,High Value
HCP0340,Dr. Yochana Sagar,T004,Nagpur Vidarbha,Tier 3,1045279.96,43,45.42,1,0,Low Engagement
HCP0341,Dr. Anthony Randhawa,T005,Delhi NCR,Tier 3,1143562.74,41,55.17,13,0,Low Engagement
HCP0342,Dr. Chakradev Sampath,T006,Gurgaon Corporate,Tier 1,9322957.87,39,46.79,16,1,High Value
HCP0343,Dr. Urmi Balay,T007,Bengaluru Urban,Tier 2,3591874.82,29,55.07,3,0,Low Engagement
HCP0344,Dr. Osha Prasad,T008,Hyderabad Central,Tier 3,1625582.69,29,50.07,3,0,Low Engagement
HCP0345,Dr. Faris Zacharia,T009,Chennai Metro,Tier 3,2653232.44,36,50.28,19,0,Low Engagement
HCP0346,Dr. Maya Wadhwa,T010,Kolkata East,Tier 3,3008522.83,34,48.94,24,0,Low Engagement
HCP0347,Dr. Chanchal Sheth,T011,Ahmedabad Gujarat,Tier 3,3871722.02,25,54.08,4,0,Low Engagement
HCP0348,Dr. Yug Sharma,T012,Jaipur Rajasthan,Tier 3,2990638.19,40,55.3,12,0,Low Engagement
HCP0349,Dr. Isaiah Balay,T001,Pune Central,Tier 3,2225995.4,46,54.8,12,0,Low Engagement
HCP0350,Dr. Ekalinga Chaudhuri,T002,Mumbai Metro,Tier 2,2523383.52,53,53.34,11,1,High Value
HCP0351,Dr. Chaitanya Ratti,T003,Nashik North,Tier 2,2932220.06,36,44.31,1,0,Low Engagement
HCP0352,Dr. Daksh Dey,T004,Nagpur Vidarbha,Tier 2,2409006.54,58,54.81,0,1,High Value
HCP0353,Dr. Warjas Mittal,T005,Delhi NCR,Tier 3,1485738.34,32,50.34,70,2,Growth Potential
HCP0354,Dr. Charita Maharaj,T006,Gurgaon Corporate,Tier 1,3600443.72,38,51.08,42,2,Growth Potential
HCP0355,Dr. Warhi Batta,T007,Bengaluru Urban,Tier 3,2226410.36,28,50.46,4,0,Low Engagement
HCP0356,Dr. Omaja Rege,T008,Hyderabad Central,Tier 3,1847875.88,36,55.5,1,0,Low Engagement
HCP0357,Dr. Urvashi Khosla,T009,Chennai Metro,Tier 2,1279535.13,34,52.06,19,0,Low Engagement
HCP0358,Dr. Ubika Bhardwaj,T010,Kolkata East,Tier 3,1130153.47,38,55.34,8,0,Low Engagement
HCP0359,Dr. Lipika Kibe,T011,Ahmedabad Gujarat,Tier 3,1787357.06,33,54.91,2,0,Low Engagement
HCP0360,Dr. Shivani Prabhakar,T012,Jaipur Rajasthan,Tier 2,5592199.07,34,52.35,2,0,Low Engagement
HCP0361,Dr. Charan Loyal,T001,Pune Central,Tier 1,5278849.84,45,47.02,12,1,High Value
HCP0362,Dr. Teerth Srinivas,T002,Mumbai Metro,Tier 1,9508110.38,53,51.34,0,1,High Value
HCP0363,Dr. Siddharth Gupta,T003,Nashik North,Tier 2,2792685.88,35,53.83,3,0,Low Engagement
HCP0364,Dr. Mekhala Khatri,T004,Nagpur Vidarbha,Tier 2,4235090.86,52,54.94,21,1,High Value
HCP0365,Dr. Jagrati Morar,T005,Delhi NCR,Tier 2,5609126.07,20,45.25,9,0,Low Engagement
HCP0366,Dr. Unnati Chaudhari,T006,Gurgaon Corporate,Tier 2,2730150.84,32,45.53,14,0,Low Engagement
HCP0367,Dr. Dhriti Sachdev,T007,Bengaluru Urban,Tier 3,1317337.06,35,49.57,42,2,Growth Potential
HCP0368,Dr. Amol Lal,T008,Hyderabad Central,Tier 1,2945915.53,38,48.03,23,0,Low Engagement
HCP0369,Dr. Forum Karpe,T009,Chennai Metro,Tier 2,4080523.6,37,64.92,4,0,Low Engagement
HCP0370,Dr. Aarini Suresh,T010,Kolkata East,Tier 3,891919.61,42,58.38,41,2,Growth Potential
HCP0371,Dr. Omkaar Dey,T011,Ahmedabad Gujarat,Tier 2,5147838.0,39,44.62,52,2,Growth Potential
HCP0372,Dr. Falan Bava,T012,Jaipur Rajasthan,Tier 3,4184470.1,29,46.31,20,0,Low Engagement
HCP0373,Dr. Ekansh Dora,T001,Pune Central,Tier 3,1942820.38,50,55.04,1,1,High Value
HCP0374,Dr. Kashvi Bhasin,T002,Mumbai Metro,Tier 3,4805869.19,41,49.41,9,1,High Value
HCP0375,Dr. Nisha Arora,T003,Nashik North,Tier 3,4461124.07,53,55.04,20,1,High Value
HCP0376,Dr. Bhavini Badal,T004,Nagpur Vidarbha,Tier 3,1651680.28,37,53.7,17,0,Low Engagement
HCP0377,Dr. Manthan Khosla,T005,Delhi NCR,Tier 2,2291425.74,38,56.24,2,0,Low Engagement
HCP0378,Dr. Amara Ranganathan,T006,Gurgaon Corporate,Tier 3,2680889.14,37,43.7,15,0,Low Engagement
HCP0379,Dr. Yagnesh Kara,T007,Bengaluru Urban,Tier 2,4269574.79,39,49.64,9,0,Low Engagement
HCP0380,Dr. Nidra Raghavan,T008,Hyderabad Central,Tier 2,3323499.34,42,46.81,3,0,Low Engagement
HCP0381,Dr. Onveer Butala,T009,Chennai Metro,Tier 2,4457217.38,38,55.92,42,2,Growth Potential
HCP0382,Dr. Brijesh Karpe,T010,Kolkata East,Tier 3,2241281.07,38,54.05,17,0,Low Engagement
HCP0383,Dr. Falan Mand,T011,Ahmedabad Gujarat,Tier 1,3475620.91,40,54.9,17,0,Low Engagement
HCP0384,Dr. Sarthak Dhawan,T012,Jaipur Rajasthan,Tier 3,2048780.13,30,44.77,19,0,Low Engagement
HCP0385,Dr. Wridesh Ramachandran,T001,Pune Central,Tier 3,2319237.74,39,48.08,2,0,Low Engagement
HCP0386,Dr. Farhan Tella,T002,Mumbai Metro,Tier 2,5167862.69,45,45.31,0,1,High Value
HCP0387,Dr. Vincent Borra,T003,Nashik North,Tier 1,4220927.48,39,50.15,13,0,Low Engagement
HCP0388,Dr. Anjali Seshadri,T004,Nagpur Vidarbha,Tier 3,4281573.19,59,51.44,2,1,High Value
HCP0389,Dr. Rachana Grewal,T005,Delhi NCR,Tier 3,1592783.79,41,45.83,6,0,Low Engagement
HCP0390,Dr. Ethan Butala,T006,Gurgaon Corporate,Tier 2,2553476.37,31,39.23,6,0,Low Engagement
HCP0391,Dr. Lopa Nadig,T007,Bengaluru Urban,Tier 3,2286638.79,33,53.52,19,0,Low Engagement
HCP0392,Dr. Darika Saxena,T008,Hyderabad Central,Tier 3,1311122.83,27,39.74,13,0,Low Engagement
HCP0393,Dr. Gagan Grover,T009,Chennai Metro,Tier 2,1378141.95,37,55.0,2,0,Low Engagement
HCP0394,Dr. Harshil Bal,T010,Kolkata East,Tier 2,3422445.82,37,51.03,35,2,Growth Potential
HCP0395,Dr. Ekta Rajan,T011,Ahmedabad Gujarat,Tier 3,3809248.34,28,53.07,0,0,Low Engagement
HCP0396,Dr. Frado Kibe,T012,Jaipur Rajasthan,Tier 3,1332846.22,41,43.34,16,0,Low Engagement
HCP0397,Dr. Liam Luthra,T001,Pune Central,Tier 1,8689602.92,46,40.78,10,1,High Value
HCP0398,Dr. Dev Ganesh,T002,Mumbai Metro,Tier 2,3029339.13,45,45.82,5,1,High Value
HCP0399,Dr. Veda Bose,T003,Nashik North,Tier 3,1667548.57,40,54.38,3,0,Low Engagement
HCP0400,Dr. Rohan Shankar,T004,Nagpur Vidarbha,Tier 1,3580259.65,51,55.47,8,1,High Value
HCP0401,Dr. Meghana Natarajan,T005,Delhi NCR,Tier 1,5150289.44,41,44.8,44,2,Growth Potential
HCP0402,Dr. Qushi Deshpande,T006,Gurgaon Corporate,Tier 2,8185711.95,32,41.28,14,1,High Value
HCP0403,Dr. Dipta Goel,T007,Bengaluru Urban,Tier 3,1010895.7,30,54.13,5,0,Low Engagement
HCP0404,Dr. Xavier Nanda,T008,Hyderabad Central,Tier 2,2352284.73,32,47.09,4,0,Low Engagement
HCP0405,Dr. Ishaan Iyengar,T009,Chennai Metro,Tier 2,3225931.14,32,60.78,19,0,Low Engagement
HCP0406,Dr. Raksha Manne,T010,Kolkata East,Tier 3,1876117.72,36,48.69,18,0,Low Engagement
HCP0407,Dr. Chavvi Khurana,T011,Ahmedabad Gujarat,Tier 2,1164856.25,43,46.02,0,0,Low Engagement
HCP0408,Dr. Ethan Sen,T012,Jaipur Rajasthan,Tier 2,1952102.47,31,54.81,0,0,Low Engagement
HCP0409,Dr. Balhaar Parsa,T001,Pune Central,Tier 2,3319059.62,37,55.0,35,2,Growth Potential
HCP0410,Dr. Isha Ganesan,T002,Mumbai Metro,Tier 2,2209122.02,51,60.51,4,1,High Value
HCP0411,Dr. Hitesh Anne,T003,Nashik North,Tier 2,2668199.45,49,52.39,2,1,High Value
HCP0412,Dr. Sanaya Prasad,T004,Nagpur Vidarbha,Tier 2,3715906.49,52,48.79,8,1,High Value
HCP0413,Dr. Hemani Bakshi,T005,Delhi NCR,Tier 3,1360597.36,46,51.5,2,0,Low Engagement
HCP0414,Dr. Frederick D’Alia,T006,Gurgaon Corporate,Tier 1,4030380.4,28,38.36,46,2,Growth Potential
HCP0415,Dr. Tamanna Jhaveri,T007,Bengaluru Urban,Tier 2,3246716.68,40,48.0,1,0,Low Engagement
HCP0416,Dr. Raksha Sethi,T008,Hyderabad Central,Tier 3,2330987.93,34,62.76,5,0,Low Engagement
HCP0417,Dr. Ishwar Bajaj,T009,Chennai Metro,Tier 3,1260408.26,37,53.19,13,0,Low Engagement
HCP0418,Dr. Zaitra Ghosh,T010,Kolkata East,Tier 2,4047353.1,30,53.97,18,0,Low Engagement
HCP0419,Dr. Vincent Ravel,T011,Ahmedabad Gujarat,Tier 3,1820801.59,39,49.38,28,2,Growth Potential
HCP0420,Dr. Ayush Hora,T012,Jaipur Rajasthan,Tier 2,5287059.6,43,55.02,2,1,High Value
HCP0421,Dr. Tanish Jha,T001,Pune Central,Tier 1,10166737.96,46,45.52,2,1,High Value
HCP0422,Dr. Jasmit Nanda,T002,Mumbai Metro,Tier 3,1275695.8,36,59.86,3,0,Low Engagement
HCP0423,Dr. Vrishti Wable,T003,Nashik North,Tier 2,6748139.05,46,47.78,16,1,High Value
HCP0424,Dr. Ijaya Pandey,T004,Nagpur Vidarbha,Tier 3,3973893.33,46,49.2,8,1,High Value
HCP0425,Dr. Krish Munshi,T005,Delhi NCR,Tier 3,929498.45,38,54.34,11,0,Low Engagement
HCP0426,Dr. Qadim Prakash,T006,Gurgaon Corporate,Tier 1,2316667.38,46,51.8,13,0,Low Engagement
HCP0427,Dr. Lakshit Rajagopal,T007,Bengaluru Urban,Tier 2,4638762.68,31,47.23,5,0,Low Engagement
HCP0428,Dr. Ojas Suri,T008,Hyderabad Central,Tier 2,2277345.84,34,45.59,5,0,Low Engagement
HCP0429,Dr. Shravya Bera,T009,Chennai Metro,Tier 2,3136951.1,34,43.76,12,0,Low Engagement
HCP0430,Dr. Robert Rajagopalan,T010,Kolkata East,Tier 2,3622679.64,48,53.56,31,2,Growth Potential
HCP0431,Dr. Ojasvi Sawhney,T011,Ahmedabad Gujarat,Tier 2,2724294.52,39,49.13,2,0,Low Engagement
HCP0432,Dr. Thomas Master,T012,Jaipur Rajasthan,Tier 3,2106343.39,38,42.53,12,0,Low Engagement
HCP0433,Dr. Om Shankar,T001,Pune Central,Tier 3,3442085.68,58,50.45,8,1,High Value
HCP0434,Dr. Amrita Peri,T002,Mumbai Metro,Tier 3,1376896.47,60,54.25,7,1,High Value
HCP0435,Dr. Harsh Kota,T003,Nashik North,Tier 3,4940116.67,45,49.93,8,1,High Value
HCP0436,Dr. Ijaya Chahal,T004,Nagpur Vidarbha,Tier 3,1902497.51,52,53.38,9,1,High Value
HCP0437,Dr. Indali Sangha,T005,Delhi NCR,Tier 2,1532162.74,37,41.81,7,0,Low Engagement
HCP0438,Dr. Daniel Panchal,T006,Gurgaon Corporate,Tier 3,3038550.22,33,50.06,5,0,Low Engagement
HCP0439,Dr. Brinda Mann,T007,Bengaluru Urban,Tier 1,2181436.0,40,52.88,0,0,Low Engagement
HCP0440,Dr. Nisha Bhargava,T008,Hyderabad Central,Tier 3,966033.11,28,57.5,15,0,Low Engagement
HCP0441,Dr. Madhav Nagy,T009,Chennai Metro,Tier 1,3569698.13,41,53.63,21,0,Low Engagement
HCP0442,Dr. Amruta Sachdeva,T010,Kolkata East,Tier 3,1103672.23,41,51.29,1,0,Low Engagement
HCP0443,Dr. Neha Varma,T011,Ahmedabad Gujarat,Tier 3,3181870.53,30,47.8,25,0,Low Engagement
HCP0444,Dr. Falak Agate,T012,Jaipur Rajasthan,Tier 1,3665619.1,32,61.38,7,0,Low Engagement
HCP0445,Dr. Mitali Kamdar,T001,Pune Central,Tier 2,2176368.29,42,49.69,1,0,Low Engagement
HCP0446,Dr. Ekantika Mander,T002,Mumbai Metro,Tier 2,4564839.39,39,43.46,19,0,Low Engagement
HCP0447,Dr. Chanakya Batra,T003,Nashik North,Tier 1,5161518.97,39,55.28,0,1,High Value
HCP0448,Dr. Nakul Sastry,T004,Nagpur Vidarbha,Tier 2,6545386.67,38,46.32,26,1,High Value
HCP0449,Dr. Kevin Mittal,T005,Delhi NCR,Tier 2,3268356.08,32,47.69,20,0,Low Engagement
HCP0450,Dr. Zashil Butala,T006,Gurgaon Corporate,Tier 2,4118805.99,23,62.0,66,2,Growth Potential
HCP0451,Dr. Dalaja Kaur,T007,Bengaluru Urban,Tier 2,4238849.7,40,57.9,56,2,Growth Potential
HCP0452,Dr. Tanay Sood,T008,Hyderabad Central,Tier 2,5131006.32,34,52.24,5,0,Low Engagement
HCP0453,Dr. Zilmil Saxena,T009,Chennai Metro,Tier 1,6358716.75,42,52.29,35,2,Growth Potential
HCP0454,Dr. Jai Sami,T010,Kolkata East,Tier 2,2926233.98,43,50.77,10,0,Low Engagement
HCP0455,Dr. Leela Chakraborty,T011,Ahmedabad Gujarat,Tier 2,3271734.85,45,42.93,9,1,High Value
HCP0456,Dr. Chandani Devan,T012,Jaipur Rajasthan,Tier 3,1373972.49,31,42.65,3,0,Low Engagement
HCP0457,Dr. Abhiram Gala,T001,Pune Central,Tier 1,12096063.11,48,55.1,0,1,High Value
HCP0458,Dr. Nisha Savant,T002,Mumbai Metro,Tier 3,2715422.27,47,57.15,13,1,High Value
HCP0459,Dr. Jatin Rajagopalan,T003,Nashik North,Tier 1,8549632.6,48,48.81,10,1,High Value
HCP0460,Dr. Yug Malhotra,T004,Nagpur Vidarbha,Tier 3,4095438.55,34,51.24,0,0,Low Engagement
HCP0461,Dr. Charvi Jha,T005,Delhi NCR,Tier 3,3365623.92,37,45.38,15,0,Low Engagement
HCP0462,Dr. Chatura Khatri,T006,Gurgaon Corporate,Tier 3,903766.78,36,47.03,18,0,Low Engagement
HCP0463,Dr. Xalak Bobal,T007,Bengaluru Urban,Tier 2,2541575.66,39,43.77,5,0,Low Engagement
HCP0464,Dr. Lila Salvi,T008,Hyderabad Central,Tier 1,4187087.5,48,53.98,1,1,High Value
HCP0465,Dr. Anay Bir,T009,Chennai Metro,Tier 2,3086548.8,42,54.9,1,0,Low Engagement
HCP0466,Dr. Darpan Rao,T010,Kolkata East,Tier 3,1960349.49,40,50.42,2,0,Low Engagement
HCP0467,Dr. Neelima Butala,T011,Ahmedabad Gujarat,Tier 2,3484469.38,40,53.2,17,0,Low Engagement
